0,35
1,51
2,58
3,46
4,52
5,57
6,61
7,64
8,66
9,70
10,73
11,76
12,78
13,81
14,83
15,85
16,87
17,89
18,91
19,92
20,93
21,94
22,95
23,95
24,95
25,96
26,96
27,97
28,97
29,98
30,100
31,101
32,103
33,106
34,108
35,111
36,114
37,118
38,121
39,125
40,129
41,132
42,136
43,139
44,142
45,144
46,146
47,148
48,150
49,151
50,152
51,154
52,156
53,158
54,160
55,162
56,164
57,166
58,168
59,169
60,170
61,172
62,173
63,174
64,176
65,178
66,180
67,182
68,185
69,188
70,192
71,195
72,198
73,201
74,204
75,206
76,209
77,211
78,212
79,214
80,215
81,217
82,218
83,220
84,222
85,225
86,227
87,230
88,232
89,235
90,238
91,238
92,241
93,245
94,251
95,249
96,231
97,262
98,273
99,296
100,220
